stop_pattern_id,stop_id,stop_sequence,timepoint
22_1_20260419,3810,3,0
22_1_20260419,5469,4,0
22_1_20260419,5460,5,0
22_1_20260419,5461,6,0
22_1_20260419,4422,7,0
22_1_20260419,4421,8,0
22_1_20260419,4420,9,0
22_1_20260419,4419,10,1
22_1_20260419,4418,11,0
22_1_20260419,4417,12,0
22_1_20260419,4416,13,0
22_1_20260419,4457,14,0
22_1_20260419,4456,15,0
22_1_20260419,4455,16,0
22_1_20260419,4454,17,0
22_1_20260419,4453,18,0
22_1_20260419,4451,19,0
22_1_20260419,4450,20,0
22_1_20260419,4449,21,0
22_1_20260419,4138,22,0
22_1_20260419,4137,23,0
22_1_20260419,4129,24,0
22_1_20260419,4936,25,1
22_1_20260419,4935,26,0
22_1_20260419,4934,27,0
22_1_20260419,4932,28,0
22_1_20260419,4931,29,0
22_1_20260419,4930,30,0
22_1_20260419,4929,31,0
22_1_20260419,4928,32,0
22_1_20260419,4927,33,0
22_1_20260419,4926,34,0
22_1_20260419,4925,35,0
22_1_20260419,4924,36,0
22_1_20260419,4923,37,0
22_1_20260419,4922,38,0
22_1_20260419,4921,39,0
22_1_20260419,4320,40,0
22_1_20260419,4319,41,1
22_1_20260419,4918,42,0
22_1_20260419,4917,43,0
22_1_20260419,4916,44,0
22_1_20260419,4915,45,1
22_1_20260419,4914,46,0
22_1_20260419,4913,47,0
22_1_20260419,4912,48,0
22_1_20260419,4911,49,0
22_1_20260419,5016,50,1
22_1_20260419,5111,51,1
22_1_20260419,5112,52,1
22_1_20260419,4113,53,1
22_0_20260419,6002,0,1
22_0_20260419,5911,1,0
22_0_20260419,5912,2,0
22_0_20260419,5913,3,0
22_0_20260419,5914,4,0
22_0_20260419,5915,5,1
22_0_20260419,5916,6,0
22_0_20260419,5917,7,0
22_0_20260419,5918,8,0
22_0_20260419,5319,9,1
22_0_20260419,5920,10,0
22_0_20260419,5921,11,0
22_0_20260419,5922,12,0
22_0_20260419,5923,13,0
22_0_20260419,5924,14,0
22_0_20260419,5925,15,0
22_0_20260419,5926,16,0
22_0_20260419,5927,17,0
22_0_20260419,5928,18,0
22_0_20260419,5929,19,0
22_0_20260419,5930,20,0
22_0_20260419,5931,21,0
22_0_20260419,5932,22,0
22_0_20260419,5933,23,0
22_0_20260419,5934,24,0
22_0_20260419,5935,25,1
22_0_20260419,5129,26,0
22_0_20260419,5136,27,0
22_0_20260419,5138,28,0
22_0_20260419,5449,29,0
22_0_20260419,5450,30,0
22_0_20260419,5451,31,0
22_0_20260419,5453,32,0
22_0_20260419,5454,33,0
22_0_20260419,5455,34,0
22_0_20260419,5456,35,0
22_0_20260419,5457,36,0
22_0_20260419,5416,37,0
22_0_20260419,5417,38,0
22_0_20260419,5418,39,0
22_0_20260419,5419,40,1
22_0_20260419,5420,41,0
22_0_20260419,5421,42,0
22_0_20260419,5422,43,0
22_0_20260419,4461,44,0
22_0_20260419,4460,45,0
22_0_20260419,4469,46,0
22_0_20260419,4470,47,0
22_0_20260419,3809,48,0
22_0_20260419,3000,49,1
854_0_20260419,9135,0,1
854_0_20260419,9136,1,1
854_0_20260419,8165,2,0
854_0_20260419,8164,3,0
854_0_20260419,8163,4,0
854_0_20260419,9197,5,1
854_0_20260419,9158,6,0
854_0_20260419,9199,7,1
854_0_20260419,8112,8,0
854_0_20260419,8111,9,0
854_0_20260419,8110,10,0
854_0_20260419,8009,11,0
854_0_20260419,8008,12,0
854_0_20260419,8007,13,0
854_0_20260419,8006,14,0
854_0_20260419,8005,15,0
854_0_20260419,8004,16,0
854_0_20260419,8003,17,0
854_0_20260419,8002,18,0
854_0_20260419,9001,19,1
854_0_20260419,9090,20,0
854_0_20260419,9092,21,0
854_0_20260419,9093,22,0
854_0_20260419,8099,23,1
854_0_20260419,8094,24,0
854_0_20260419,8098,25,0
854_0_20260419,8097,26,0
854_0_20260419,8096,27,1
854_0_20260419,8093,28,0
854_0_20260419,8091,29,0
854_0_20260419,8092,30,0
854_0_20260419,8090,31,0
854_0_20260419,8003,32,0
854_0_20260419,8002,33,0
854_0_20260419,9001,34,1
854_1_20260419,9000,0,1
854_1_20260419,9002,1,0
854_1_20260419,9003,2,0
854_1_20260419,9004,3,0
854_1_20260419,9005,4,0
854_1_20260419,9007,5,0
854_1_20260419,9008,6,0
854_1_20260419,9009,7,0
854_1_20260419,9110,8,0
854_1_20260419,9111,9,0
854_1_20260419,9112,10,0
854_1_20260419,9113,11,0
854_1_20260419,9114,12,0
854_1_20260419,9115,13,0
854_1_20260419,9160,14,0
854_1_20260419,9135,15,1
854_1_20260419,9136,16,1
854_1_20260419,8165,17,0
854_1_20260419,8164,18,0
854_1_20260419,8163,19,0
854_1_20260419,8161,20,1
854_1_20260419,8159,21,1
854_1_20260419,8158,22,0
854_1_20260419,8156,23,1
854_1_20260419,8152,24,1
31x_1_20260419,7246,0,1
31x_1_20260419,7245,1,0
31x_1_20260419,7244,2,0
31x_1_20260419,7242,3,0
31x_1_20260419,7241,4,1
31x_1_20260419,7240,5,0
31x_1_20260419,7239,6,0
31x_1_20260419,7238,7,0
31x_1_20260419,7237,8,0
31x_1_20260419,7236,9,0
31x_1_20260419,7235,10,0
31x_1_20260419,7234,11,0
31x_1_20260419,7083,12,1
31x_1_20260419,7080,13,0
31x_1_20260419,7217,14,1
31x_1_20260419,7216,15,0
31x_1_20260419,5000,16,1
31x_1_20260419,5002,17,0
31x_1_20260419,5515,18,0
31x_1_20260419,5006,19,0
31x_1_20260419,5008,20,0
31x_1_20260419,5010,21,0
31x_1_20260419,5012,22,0
31x_1_20260419,5011,23,0
31x_1_20260419,5016,24,1
MEW_1_20260419,9150,0,1
MEW_1_20260419,9120,1,1
MEW_1_20260419,8011,2,1
MEW_1_20260419,3256,3,1
MEW_1_20260419,5017,4,1
MEW_0_20260419,5017,0,1
MEW_0_20260419,3263,1,1
MEW_0_20260419,9001,2,1
MEW_0_20260419,9119,3,1
MEW_0_20260419,9150,4,1
31x_0_20260419,5500,0,1
31x_0_20260419,5502,1,0
31x_0_20260419,5506,2,0
31x_0_20260419,5508,3,0
31x_0_20260419,5510,4,0
31x_0_20260419,5513,5,0
31x_0_20260419,5514,6,0
31x_0_20260419,5516,7,1
31x_0_20260419,6216,8,0
31x_0_20260419,6217,9,0
31x_0_20260419,6080,10,0
31x_0_20260419,6081,11,1
31x_0_20260419,6234,12,0
31x_0_20260419,6235,13,0
31x_0_20260419,6236,14,0
31x_0_20260419,6237,15,0
31x_0_20260419,6238,16,0
31x_0_20260419,6239,17,0
31x_0_20260419,6240,18,0
31x_0_20260419,6241,19,1
31x_0_20260419,6242,20,0
31x_0_20260419,6243,21,0
31x_0_20260419,6244,22,0
31x_0_20260419,6245,23,0
31x_0_20260419,6246,24,1
150_1_20260419,8219,0,1
150_1_20260419,8217,1,0
150_1_20260419,8216,2,0
150_1_20260419,8215,3,0
150_1_20260419,8214,4,0
150_1_20260419,8213,5,0
150_1_20260419,8212,6,0
150_1_20260419,8211,7,0
150_1_20260419,8210,8,0
150_1_20260419,8208,9,0
150_1_20260419,8207,10,1
150_1_20260419,8206,11,0
150_1_20260419,8205,12,0
150_1_20260419,8204,13,0
150_1_20260419,8203,14,0
150_1_20260419,8202,15,0
150_1_20260419,8201,16,0
150_1_20260419,8100,17,0
150_1_20260419,8165,18,1
150_1_20260419,8164,19,0
150_1_20260419,8163,20,0
150_1_20260419,9132,21,0
150_1_20260419,8160,22,0
150_1_20260419,8115,23,1
150_1_20260419,8113,24,0
150_1_20260419,8106,25,0
150_1_20260419,9104,26,0
150_1_20260419,9105,27,1
150_1_20260419,8104,28,0
150_1_20260419,8073,29,0
150_1_20260419,8072,30,0
150_1_20260419,8071,31,0
150_1_20260419,8070,32,0
150_1_20260419,8069,33,0
150_1_20260419,8068,34,0
150_1_20260419,8067,35,0
150_1_20260419,8066,36,0
150_1_20260419,8065,37,0
150_1_20260419,8064,38,0
150_1_20260419,8063,39,0
150_1_20260419,8062,40,0
150_1_20260419,8061,41,0
150_1_20260419,8060,42,0
150_1_20260419,8059,43,0
150_1_20260419,8058,44,0
150_1_20260419,8057,45,1
150_1_20260419,8055,46,0
150_1_20260419,8054,47,0
150_1_20260419,8053,48,0
150_1_20260419,8052,49,0
150_1_20260419,8051,50,0
150_1_20260419,8047,51,0
150_1_20260419,8046,52,0
150_1_20260419,8003,53,0
150_1_20260419,8002,54,0
150_1_20260419,9001,55,1
150_0_20260419,9001,0,1
150_0_20260419,9047,1,0
150_0_20260419,9050,2,0
150_0_20260419,9051,3,0
150_0_20260419,9052,4,0
150_0_20260419,9053,5,0
150_0_20260419,9054,6,0
150_0_20260419,9055,7,0
150_0_20260419,9056,8,0
150_0_20260419,9057,9,1
150_0_20260419,9058,10,0
150_0_20260419,9059,11,0
150_0_20260419,9060,12,0
150_0_20260419,9061,13,0
150_0_20260419,9062,14,0
150_0_20260419,9063,15,0
150_0_20260419,9064,16,0
150_0_20260419,9065,17,0
150_0_20260419,9066,18,0
150_0_20260419,9067,19,0
150_0_20260419,9068,20,0
150_0_20260419,9069,21,0
150_0_20260419,9070,22,0
150_0_20260419,9071,23,0
150_0_20260419,9072,24,0
150_0_20260419,9104,25,0
150_0_20260419,9105,26,1
150_0_20260419,9106,27,0
150_0_20260419,9113,28,0
150_0_20260419,9114,29,0
150_0_20260419,9115,30,1
150_0_20260419,9160,31,0
150_0_20260419,9162,32,0
150_0_20260419,9163,33,0
150_0_20260419,9164,34,0
150_0_20260419,9165,35,1
150_0_20260419,9100,36,0
150_0_20260419,9201,37,0
150_0_20260419,9202,38,0
150_0_20260419,9203,39,0
150_0_20260419,9204,40,0
150_0_20260419,9205,41,0
150_0_20260419,9206,42,0
150_0_20260419,9207,43,1
150_0_20260419,9200,44,0
150_0_20260419,9208,45,0
150_0_20260419,9210,46,0
150_0_20260419,9211,47,0
150_0_20260419,9212,48,0
150_0_20260419,9213,49,0
150_0_20260419,9214,50,0
150_0_20260419,9215,51,0
150_0_20260419,9216,52,0
150_0_20260419,9217,53,0
150_0_20260419,9218,54,0
150_0_20260419,9219,55,1
744_0_20260419,6011,0,1
744_0_20260419,5111,1,1
744_0_20260419,5112,2,0
744_0_20260419,5113,3,0
744_0_20260419,5115,4,0
744_0_20260419,5116,5,0
744_0_20260419,5117,6,0
744_0_20260419,5118,7,0
744_0_20260419,5120,8,0
744_0_20260419,5121,9,0
744_0_20260419,5123,10,0
744_0_20260419,5124,11,1
744_0_20260419,5125,12,0
744_0_20260419,5126,13,0
744_0_20260419,5127,14,0
744_0_20260419,5128,15,0
744_0_20260419,4936,16,1
744_0_20260419,4935,17,0
744_0_20260419,4934,18,0
744_0_20260419,4932,19,0
744_0_20260419,4931,20,0
744_0_20260419,4930,21,0
744_0_20260419,4929,22,0
744_0_20260419,4928,23,0
744_0_20260419,4927,24,0
744_0_20260419,4926,25,0
744_0_20260419,4925,26,0
744_0_20260419,4924,27,0
744_0_20260419,4923,28,0
744_0_20260419,4922,29,1
623_0_20260419,5311,0,1
623_0_20260419,4113,1,1
843_0_20260419,9225,17,0
843_0_20260419,9226,18,0
843_0_20260419,9227,19,0
843_0_20260419,9208,20,0
843_0_20260419,9210,21,0
843_0_20260419,9211,22,0
843_0_20260419,9212,23,0
843_0_20260419,9213,24,0
843_0_20260419,9214,25,0
843_0_20260419,9215,26,0
843_0_20260419,9216,27,0
843_0_20260419,9217,28,0
843_0_20260419,9218,29,0
843_0_20260419,9219,30,1
866_0_20260419,9199,0,1
866_0_20260419,9197,1,1
866_0_20260419,8157,2,0
866_0_20260419,9146,3,0
866_0_20260419,9147,4,0
866_0_20260419,9748,5,0
866_0_20260419,9901,6,0
866_0_20260419,9902,7,0
866_0_20260419,9903,8,0
866_0_20260419,9904,9,0
866_0_20260419,9905,10,0
866_0_20260419,9906,11,0
866_0_20260419,9907,12,0
866_0_20260419,9908,13,0
866_0_20260419,9909,14,0
866_0_20260419,9910,15,0
866_0_20260419,9911,16,0
866_0_20260419,9912,17,0
866_0_20260419,9913,18,0
866_0_20260419,9915,19,0
866_0_20260419,9916,20,0
866_0_20260419,9917,21,0
866_0_20260419,9918,22,0
866_0_20260419,9919,23,0
866_0_20260419,9920,24,0
866_0_20260419,8921,25,1
768_1_20260419,4936,0,1
768_1_20260419,4935,1,0
768_1_20260419,4934,2,0
768_1_20260419,4932,3,0
768_1_20260419,4931,4,0
768_1_20260419,4930,5,0
768_1_20260419,4929,6,0
768_1_20260419,4928,7,0
768_1_20260419,4927,8,0
768_1_20260419,4926,9,0
768_1_20260419,4925,10,0
768_1_20260419,4924,11,0
768_1_20260419,4923,12,0
768_1_20260419,4922,13,0
768_1_20260419,4921,14,0
768_1_20260419,4320,15,0
768_1_20260419,4319,16,1
768_1_20260419,4918,17,0
768_1_20260419,4917,18,0
768_1_20260419,4916,19,0
768_1_20260419,4915,20,1
768_1_20260419,6906,21,0
768_1_20260419,6908,22,0
768_1_20260419,6909,23,0
768_1_20260419,6013,24,0
768_1_20260419,6010,25,1
768_1_20260419,6553,26,1
768_1_20260419,6018,27,1
35_0_20260419,5500,0,1
35_0_20260419,5502,1,0
35_0_20260419,5506,2,0
35_0_20260419,5508,3,0
35_0_20260419,5510,4,0
35_0_20260419,5513,5,0
35_0_20260419,5514,6,0
35_0_20260419,5516,7,1
35_0_20260419,6212,8,0
35_0_20260419,6213,9,0
35_0_20260419,6214,10,0
35_0_20260419,6215,11,0
35_0_20260419,6216,12,0
35_0_20260419,6217,13,1
35_0_20260419,6557,14,0
35_0_20260419,6558,15,0
35_0_20260419,6559,16,0
35_0_20260419,6530,17,1
35_0_20260419,6531,18,0
35_0_20260419,6532,19,0
35_0_20260419,6533,20,0
35_0_20260419,6534,21,1
58_0_20260419,5000,0,1
58_0_20260419,5002,1,0
58_0_20260419,5515,2,0
58_0_20260419,5006,3,0
58_0_20260419,5008,4,0
58_0_20260419,5010,5,0
58_0_20260419,5012,6,0
58_0_20260419,5014,7,0
58_0_20260419,5016,8,1
58_0_20260419,5018,9,0
58_0_20260419,5020,10,0
58_0_20260419,5024,11,0
58_0_20260419,5026,12,0
58_0_20260419,5028,13,0
58_0_20260419,3260,14,0
58_0_20260419,3262,15,0
58_0_20260419,3264,16,0
58_0_20260419,3266,17,0
58_0_20260419,3600,18,0
58_0_20260419,3602,19,0
58_0_20260419,3604,20,0
58_0_20260419,3606,21,0
58_0_20260419,3608,22,1
58_0_20260419,3516,23,0
58_0_20260419,3518,24,0
58_0_20260419,3520,25,0
58_0_20260419,3522,26,0
58_0_20260419,3524,27,0
58_0_20260419,3526,28,0
58_0_20260419,3528,29,0
58_0_20260419,3530,30,0
58_0_20260419,3532,31,0
58_0_20260419,3534,32,1
35_1_20260419,7557,0,1
35_1_20260419,6557,1,0
35_1_20260419,6558,2,0
35_1_20260419,6559,3,1
35_1_20260419,6530,4,0
35_1_20260419,6531,5,0
35_1_20260419,6532,6,0
35_1_20260419,6533,7,0
35_1_20260419,6534,8,0
35_1_20260419,7217,9,1
35_1_20260419,7216,10,0
35_1_20260419,7215,11,0
35_1_20260419,7214,12,0
35_1_20260419,7213,13,0
35_1_20260419,7212,14,0
35_1_20260419,5000,15,1
35_1_20260419,5002,16,0
35_1_20260419,5515,17,0
35_1_20260419,5006,18,0
35_1_20260419,5008,19,0
35_1_20260419,5010,20,0
35_1_20260419,5012,21,0
35_1_20260419,5011,22,0
35_1_20260419,5016,23,1
32x_1_20260419,7163,0,1
32x_1_20260419,7162,1,0
32x_1_20260419,7161,2,0
32x_1_20260419,7160,3,0
32x_1_20260419,7158,4,1
32x_1_20260419,7134,5,0
32x_1_20260419,7133,6,0
32x_1_20260419,7132,7,0
32x_1_20260419,7131,8,0
32x_1_20260419,7129,9,0
32x_1_20260419,7128,10,0
32x_1_20260419,7126,11,0
32x_1_20260419,7124,12,0
32x_1_20260419,7418,13,0
32x_1_20260419,7417,14,0
32x_1_20260419,5000,15,1
32x_1_20260419,5002,16,0
32x_1_20260419,5515,17,0
32x_1_20260419,5006,18,0
32x_1_20260419,5008,19,0
32x_1_20260419,5010,20,0
32x_1_20260419,5012,21,0
32x_1_20260419,5011,22,0
32x_1_20260419,5111,23,0
32x_1_20260419,5112,24,0
32x_1_20260419,5113,25,1
58_1_20260419,3760,0,1
58_1_20260419,3762,1,0
58_1_20260419,3764,2,0
58_1_20260419,3766,3,0
58_1_20260419,3768,4,0
58_1_20260419,3770,5,0
58_1_20260419,3772,6,0
58_1_20260419,3774,7,0
58_1_20260419,3776,8,0
58_1_20260419,3778,9,0
58_1_20260419,3780,10,0
58_1_20260419,3540,11,1
58_1_20260419,3542,12,0
58_1_20260419,3544,13,0
58_1_20260419,3546,14,0
58_1_20260419,3548,15,0
58_1_20260419,3550,16,0
58_1_20260419,3254,17,0
58_1_20260419,3256,18,0
58_1_20260419,3258,19,0
58_1_20260419,5486,20,0
58_1_20260419,5488,21,0
58_1_20260419,5492,22,0
58_1_20260419,5496,23,0
58_1_20260419,5498,24,0
58_1_20260419,5500,25,1
58_1_20260419,5502,26,0
58_1_20260419,5506,27,0
58_1_20260419,5508,28,0
58_1_20260419,5510,29,0
58_1_20260419,5513,30,0
58_1_20260419,5514,31,0
58_1_20260419,5516,32,1
32x_0_20260419,5500,0,1
32x_0_20260419,5502,1,0
32x_0_20260419,5506,2,0
32x_0_20260419,5508,3,0
32x_0_20260419,5510,4,0
32x_0_20260419,5513,5,0
32x_0_20260419,5514,6,0
32x_0_20260419,5516,7,1
32x_0_20260419,6417,8,0
32x_0_20260419,6418,9,0
32x_0_20260419,6419,10,0
32x_0_20260419,6125,11,0
32x_0_20260419,6126,12,0
32x_0_20260419,6128,13,0
32x_0_20260419,6129,14,0
32x_0_20260419,6131,15,0
32x_0_20260419,6132,16,0
32x_0_20260419,6133,17,0
32x_0_20260419,6134,18,0
32x_0_20260419,6158,19,1
32x_0_20260419,6160,20,0
32x_0_20260419,6161,21,0
32x_0_20260419,6162,22,0
32x_0_20260419,6163,23,1
402_0_20260419,3921,0,1
402_0_20260419,3911,1,0
402_0_20260419,3899,2,1
402_0_20260419,3959,3,1
402_0_20260419,3913,4,0
402_0_20260419,3917,5,0
402_0_20260419,3915,6,1
402_0_20260419,3907,7,0
402_0_20260419,3919,8,0
402_0_20260419,3905,9,0
402_0_20260419,3901,10,1
734_1_20260419,6718,0,1
734_1_20260419,6719,1,0
734_1_20260419,6720,2,0
734_1_20260419,6721,3,0
734_1_20260419,6722,4,0
734_1_20260419,6723,5,0
734_1_20260419,6724,6,0
734_1_20260419,6725,7,0
734_1_20260419,6726,8,0
734_1_20260419,6727,9,0
734_1_20260419,6728,10,0
734_1_20260419,6729,11,0
734_1_20260419,6730,12,0
734_1_20260419,6732,13,0
734_1_20260419,7755,14,0
734_1_20260419,7754,15,0
734_1_20260419,7753,16,0
734_1_20260419,7752,17,0
734_1_20260419,7751,18,0
734_1_20260419,7750,19,0
734_1_20260419,7749,20,0
734_1_20260419,7748,21,0
734_1_20260419,6746,22,0
734_1_20260419,6917,23,0
734_1_20260419,6918,24,0
734_1_20260419,7015,25,0
734_1_20260419,7014,26,0
734_1_20260419,7013,27,0
734_1_20260419,6008,28,1
734_0_20260419,6008,0,1
734_0_20260419,6014,1,0
734_0_20260419,6015,2,0
734_0_20260419,7918,3,0
734_0_20260419,7746,4,0
734_0_20260419,6748,5,0
734_0_20260419,6749,6,0
734_0_20260419,6750,7,0
734_0_20260419,6751,8,0
734_0_20260419,6752,9,0
734_0_20260419,6753,10,0
734_0_20260419,6754,11,0
734_0_20260419,6755,12,0
734_0_20260419,7732,13,0
734_0_20260419,7731,14,0
734_0_20260419,7730,15,0
734_0_20260419,7729,16,0
734_0_20260419,7728,17,0
734_0_20260419,7726,18,0
734_0_20260419,7725,19,0
734_0_20260419,7724,20,0
734_0_20260419,7723,21,0
734_0_20260419,7722,22,0
734_0_20260419,7721,23,0
734_0_20260419,7700,24,1
711_0_20260419,6008,0,1
711_0_20260419,6030,1,0
711_0_20260419,6031,2,0
711_0_20260419,6086,3,0
711_0_20260419,6032,4,0
711_0_20260419,6033,5,0
711_0_20260419,6034,6,0
711_0_20260419,6035,7,0
711_0_20260419,6036,8,0
711_0_20260419,6037,9,0
711_0_20260419,6038,10,0
711_0_20260419,6039,11,0
711_0_20260419,6040,12,0
711_0_20260419,6041,13,0
711_0_20260419,6042,14,1
711_0_20260419,6043,15,0
711_0_20260419,6044,16,0
711_0_20260419,6045,17,0
711_0_20260419,6046,18,0
711_0_20260419,6047,19,0
711_0_20260419,6048,20,0
711_0_20260419,6049,21,0
711_0_20260419,6050,22,0
711_0_20260419,6052,23,1
711_1_20260419,7052,0,1
711_1_20260419,7051,1,0
711_1_20260419,7050,2,0
711_1_20260419,7049,3,0
711_1_20260419,7048,4,0
711_1_20260419,7047,5,0
711_1_20260419,7046,6,0
711_1_20260419,7045,7,0
711_1_20260419,7044,8,0
711_1_20260419,7043,9,1
711_1_20260419,7042,10,1
711_1_20260419,7041,11,0
711_1_20260419,7040,12,0
711_1_20260419,7039,13,0
711_1_20260419,7038,14,0
711_1_20260419,7037,15,0
711_1_20260419,7036,16,0
711_1_20260419,7035,17,0
711_1_20260419,7034,18,0
711_1_20260419,7033,19,0
711_1_20260419,7032,20,0
711_1_20260419,7086,21,0
711_1_20260419,7031,22,0
711_1_20260419,7030,23,0
711_1_20260419,7028,24,0
711_1_20260419,7027,25,0
711_1_20260419,7224,26,1
711_1_20260419,7223,27,0
711_1_20260419,7222,28,0
711_1_20260419,7221,29,0
711_1_20260419,7220,30,0
711_1_20260419,7219,31,0
711_1_20260419,7218,32,0
711_1_20260419,7217,33,1
711_1_20260419,7216,34,0
711_1_20260419,7215,35,0
711_1_20260419,6008,36,1
711_1_20260419,6010,37,1
402_1_20260419,3901,0,1
402_1_20260419,3905,1,0
402_1_20260419,3913,2,0
402_1_20260419,3917,3,0
402_1_20260419,3915,4,1
402_1_20260419,3907,5,0
402_1_20260419,3919,6,0
402_1_20260419,3909,7,0
402_1_20260419,3921,8,0
402_1_20260419,3911,9,0
402_1_20260419,3959,10,1
402_1_20260419,3899,11,1
23_1_20260419,7937,0,1
23_1_20260419,7936,1,0
23_1_20260419,7935,2,0
23_1_20260419,7934,3,0
23_1_20260419,7933,4,0
23_1_20260419,7932,5,0
23_1_20260419,7931,6,0
23_1_20260419,7930,7,0
23_1_20260419,7929,8,0
23_1_20260419,7928,9,0
23_1_20260419,7927,10,0
23_1_20260419,7926,11,0
23_1_20260419,7925,12,0
23_1_20260419,7924,13,1
23_1_20260419,7922,14,0
23_1_20260419,7920,15,0
23_1_20260419,7019,16,0
23_1_20260419,7018,17,0
23_1_20260419,7017,18,0
23_1_20260419,7015,19,0
23_1_20260419,7014,20,0
23_1_20260419,7013,21,0
23_1_20260419,7012,22,0
23_1_20260419,5000,23,0
23_1_20260419,5002,24,0
23_1_20260419,5515,25,0
23_1_20260419,5006,26,0
23_1_20260419,5008,27,0
23_1_20260419,5010,28,0
23_1_20260419,5012,29,0
23_1_20260419,5011,30,0
23_1_20260419,5016,31,1
23_0_20260419,5500,0,1
23_0_20260419,5502,1,0
23_0_20260419,5506,2,0
23_0_20260419,5508,3,0
23_0_20260419,5510,4,0
23_0_20260419,5513,5,0
23_0_20260419,5514,6,0
23_0_20260419,5516,7,1
23_0_20260419,6012,8,0
23_0_20260419,6013,9,0
23_0_20260419,6014,10,0
23_0_20260419,6015,11,0
23_0_20260419,6017,12,1
23_0_20260419,6019,13,0
23_0_20260419,6920,14,0
23_0_20260419,6921,15,0
23_0_20260419,6922,16,0
23_0_20260419,6924,17,1
23_0_20260419,6925,18,0
23_0_20260419,6926,19,0
23_0_20260419,6927,20,0
23_0_20260419,6928,21,0
23_0_20260419,6929,22,0
23_0_20260419,6930,23,0
23_0_20260419,6931,24,0
23_0_20260419,6932,25,0
23_0_20260419,6933,26,0
23_0_20260419,6934,27,0
23_0_20260419,6935,28,0
23_0_20260419,6936,29,0
23_0_20260419,6937,30,1
855_0_20260419,8161,0,1
855_0_20260419,8152,1,1
855_0_20260419,8112,2,0
855_0_20260419,8111,3,0
855_0_20260419,8110,4,0
855_0_20260419,8009,5,0
855_0_20260419,8008,6,0
855_0_20260419,8007,7,0
855_0_20260419,8006,8,0
855_0_20260419,8005,9,0
855_0_20260419,8004,10,0
855_0_20260419,8003,11,0
855_0_20260419,8002,12,0
855_0_20260419,9001,13,1
855_0_20260419,9090,14,0
855_0_20260419,9092,15,0
855_0_20260419,9093,16,0
855_0_20260419,8099,17,1
855_0_20260419,8094,18,0
855_0_20260419,8098,19,0
855_0_20260419,8097,20,0
855_0_20260419,8096,21,1
930_1_20260419,8627,0,1
930_1_20260419,8625,1,0
930_1_20260419,8624,2,0
930_1_20260419,8633,3,0
930_1_20260419,8622,4,0
930_1_20260419,8621,5,0
930_1_20260419,8607,6,1
930_1_20260419,8605,7,0
930_1_20260419,8604,8,0
930_1_20260419,8602,9,0
930_1_20260419,8601,10,0
930_1_20260419,8698,11,1
930_1_20260419,8697,12,0
930_1_20260419,8696,13,0
930_1_20260419,8695,14,0
930_1_20260419,8694,15,0
930_1_20260419,8693,16,0
930_1_20260419,8692,17,0
930_1_20260419,8691,18,0
930_1_20260419,8615,19,1
930_1_20260419,8614,20,0
930_1_20260419,8613,21,0
930_1_20260419,8612,22,0
930_1_20260419,8611,23,0
930_1_20260419,8689,24,0
930_1_20260419,8588,25,0
930_1_20260419,8587,26,0
930_1_20260419,8586,27,0
930_1_20260419,8585,28,0
930_1_20260419,8584,29,0
930_1_20260419,9580,30,0
930_1_20260419,8536,31,0
930_1_20260419,8535,32,0
930_1_20260419,8534,33,0
930_1_20260419,8533,34,0
930_1_20260419,8532,35,0
930_1_20260419,8574,36,0
930_1_20260419,8572,37,0
930_1_20260419,8571,38,0
930_1_20260419,8570,39,0
930_1_20260419,9548,40,1
953_0_20260419,9560,0,1
953_0_20260419,8573,1,0
953_0_20260419,9545,2,1
953_0_20260419,8462,3,1
953_0_20260419,8361,4,0
953_0_20260419,9361,5,1
953_0_20260419,9362,6,0
953_0_20260419,9363,7,0
953_0_20260419,8329,8,0
953_0_20260419,8322,9,0
953_0_20260419,8321,10,0
953_0_20260419,9377,11,0
953_0_20260419,9369,12,0
953_0_20260419,9370,13,0
953_0_20260419,9371,14,0
953_0_20260419,9374,15,0
953_0_20260419,9375,16,0
953_0_20260419,9376,17,0
953_0_20260419,8377,18,1
953_1_20260419,8377,0,1
953_1_20260419,8376,1,0
953_1_20260419,8375,2,0
953_1_20260419,8374,3,0
953_1_20260419,8371,4,0
953_1_20260419,8370,5,0
953_1_20260419,8369,6,0
953_1_20260419,8366,7,1
953_1_20260419,8365,8,0
953_1_20260419,8364,9,0
953_1_20260419,9321,10,0
953_1_20260419,9322,11,0
953_1_20260419,9329,12,0
953_1_20260419,8363,13,0
953_1_20260419,8362,14,0
953_1_20260419,9360,15,1
953_1_20260419,9461,16,0
953_1_20260419,9462,17,1
953_1_20260419,9463,18,0
953_1_20260419,9464,19,0
953_1_20260419,9465,20,0
953_1_20260419,9466,21,0
953_1_20260419,9567,22,0
953_1_20260419,9568,23,0
953_1_20260419,9545,24,1
953_1_20260419,9546,25,1
953_1_20260419,9570,26,0
953_1_20260419,9571,27,0
953_1_20260419,9572,28,0
953_1_20260419,9560,29,1
745_0_20260419,6011,0,1
745_0_20260419,7013,1,0
745_0_20260419,7012,2,0
745_0_20260419,6509,3,0
745_0_20260419,5111,4,1
745_0_20260419,5112,5,0
745_0_20260419,5113,6,0
745_0_20260419,5115,7,0
745_0_20260419,5116,8,0
745_0_20260419,5117,9,0
745_0_20260419,5118,10,0
745_0_20260419,5120,11,0
745_0_20260419,5121,12,0
745_0_20260419,5123,13,0
